Respondent_ID,Q1_Age_Group,Q2_Gender,Q3_Nationality,Q4_Duration_UAE,Q5_Employment,Q6_Income_AED,Q7_Education,Q8_Insurance,Q9_Visit_Frequency,Q11_Preferred_Language,Q14_Prior_Telemedicine,Q18_Consultation_Mode,Q19_Willingness_to_Pay,Q20_Pricing_Model,Q25_Interest,Q1_Age_Group_Encoded,Q4_Duration_UAE_Encoded,Q6_Income_AED_Encoded,Q7_Education_Encoded,Q9_Visit_Frequency_Encoded,Q14_Prior_Telemedicine_Encoded,Q19_Willingness_to_Pay_Encoded,Q25_Interest_Encoded,Q12_Satisfaction,Q15_Digital_Comfort,Q17_Language_Importance,Q23_Recommend_Likelihood,Q13_Monthly_Spend_AED,Q13_Spend_Log,Q13_Outlier_Flag,Q25_Binary,Q10_Difficulty_finding_specialists,Q10_Difficulty_with_medical_records,Q10_Difficulty_with_prescriptions,Q10_High_out-of-pocket_costs,Q10_Inconvenient_locations_hours,Q10_Lack_of_insurance_knowledge,Q10_Lack_of_trust_with_providers,Q10_Language_barriers,Q10_Limited_mental_health_services,Q10_Long_waiting_times,Q10_No_challenges,Q16_AI_symptom_checker_triage,Q16_Doctor_clinic_reviews_and_ratings,Q16_E-prescriptions_and_medication_delivery,Q16_Emergency_helpline_and_hospital_locator,Q16_Health_record_management,Q16_Health_tips_for_expat_lifestyle,Q16_Insurance_compatibility_checker,Q16_Lab_test_booking_and_home_collection,Q16_Mental_health_and_counseling,Q16_Specialist_referrals_and_booking,Q16_Virtual_consultations_in_preferred_language,Q21_Data_privacy_security,Q21_Insurance_coverage_uncertainty,Q21_Lack_of_physical_examination,Q21_No_concerns,Q21_Prefer_in-person_only,Q21_Quality_of_virtual_diagnosis,Q21_Technology_issues,Q22_Data_encryption_privacy,Q22_Friend_employer_recommendation,Q22_Hospital_affiliation,Q22_Licensed_verified_doctors,Q22_Positive_user_reviews,Q11_Preferred_Language_Arabic,Q11_Preferred_Language_English,Q11_Preferred_Language_Hindi/Urdu,Q11_Preferred_Language_Malayalam,Q11_Preferred_Language_Other,Q11_Preferred_Language_Tagalog/Filipino,Q18_Consultation_Mode_No preference,Q18_Consultation_Mode_Text-based chat,Q18_Consultation_Mode_Video call,Q18_Consultation_Mode_Voice call,Q20_Pricing_Model_Flat subscription,Q20_Pricing_Model_Free with ads,Q20_Pricing_Model_Freemium,Q20_Pricing_Model_Pay-per-consultation,Q2_Gender_Female,Q2_Gender_Male,Q2_Gender_Prefer not to say,Q3_Nationality_African,Q3_Nationality_Arab (non-UAE),Q3_Nationality_Other,Q3_Nationality_South Asian,Q3_Nationality_Southeast Asian,Q3_Nationality_Western,Q5_Employment_Dependent/Homemaker,Q5_Employment_Employed full-time,Q5_Employment_Employed part-time,Q5_Employment_Self-employed/Freelancer,Q5_Employment_Student,Q5_Employment_Unemployed/Job seeker,Q8_Insurance_No - uninsured,Q8_Insurance_Yes - employer provided,Q8_Insurance_Yes - purchased individually,Q24_Open_Response
R1077,25-34,Female,Arab (non-UAE),3-5 years,Unemployed/Job seeker,"5,000-10,000",Master's degree or above,Yes - employer provided,Occasionally (2-4),Arabic,"No, but aware",Text-based chat,Free only,Free with ads,Yes,2,3,2,4,2,2,1,2,3,5,5,4,70,4.2626798770413155,Normal,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,Nutrition and diet planning
R1078,35-44,Male,South Asian,5-10 years,Unemployed/Job seeker,"Below 5,000",Bachelor's degree,No - uninsured,Occasionally (2-4),English,"No, but aware",Video call,Up to AED 30,Freemium,Maybe,3,4,1,3,2,2,2,1,4,4,3,4,500,6.2166061010848646,Normal,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Family package plans
R1079,25-34,Male,Southeast Asian,3-5 years,Self-employed/Freelancer,"5,000-10,000",Master's degree or above,Yes - employer provided,Regularly (5-8),Tagalog/Filipino,"No, but aware",No preference,Free only,Pay-per-consultation,Maybe,2,3,2,4,3,2,1,1,3,4,5,3,280,5.638354669333745,Normal,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,
R1080,55+,Female,Southeast Asian,5-10 years,Employed full-time,"35,001-50,000",Master's degree or above,Yes - employer provided,Frequently (9+),Tagalog/Filipino,"Yes, regularly",Text-based chat,AED 101-150,Flat subscription,No,5,4,5,4,4,4,5,0,4,3,3,3,1780,7.484930283289661,Normal,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,
R1081,45-54,Female,South Asian,1-3 years,Employed full-time,Prefer not to say,Diploma/Vocational,Yes - employer provided,Occasionally (2-4),Hindi/Urdu,"Yes, once or twice",No preference,AED 31-60,Pay-per-consultation,Yes,4,2,3,2,2,3,3,2,2,4,4,2,320,5.771441123130016,Normal,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Pharmacy price comparison tool
R1082,18-24,Female,South Asian,5-10 years,Employed full-time,"10,001-20,000",Diploma/Vocational,Yes - employer provided,Occasionally (2-4),English,"No, but aware",No preference,AED 61-100,Pay-per-consultation,No,1,4,3,2,2,2,4,0,4,5,4,4,220,5.3981627015177525,Normal,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,
R1083,25-34,Male,Western,3-5 years,Employed full-time,"10,001-20,000",Bachelor's degree,Yes - employer provided,Rarely (0-1),English,"Yes, regularly",Text-based chat,AED 31-60,Freemium,Maybe,2,3,3,3,1,4,3,1,3,4,3,3,50,3.9318256327243257,Normal,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,
R1084,45-54,Male,South Asian,3-5 years,Unemployed/Job seeker,"5,000-10,000",Bachelor's degree,Yes - purchased individually,Frequently (9+),English,"No, but aware",Video call,Free only,Freemium,Maybe,4,3,2,3,4,2,1,1,3,3,3,3,590,6.3818160174060985,Normal,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,
R1085,55+,Female,South Asian,5-10 years,Employed full-time,"20,001-35,000",Diploma/Vocational,Yes - employer provided,Occasionally (2-4),Hindi/Urdu,"No, but aware",Video call,AED 31-60,Flat subscription,Maybe,5,4,4,2,2,2,3,1,3,2,5,2,3940,8.279189777195004,High_spender,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Nutrition and diet planning
R1086,35-44,Female,Southeast Asian,<1 year,Employed full-time,"10,001-20,000",High school or below,Yes - employer provided,Regularly (5-8),English,"Yes, once or twice",Video call,Free only,Freemium,Yes,3,1,3,1,3,3,1,2,1,4,4,3,850,6.7464121285733745,Normal,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,
R1087,35-44,Male,Western,5-10 years,Employed full-time,"Above 50,000",Bachelor's degree,Yes - purchased individually,Regularly (5-8),Tagalog/Filipino,"Yes, regularly",Voice call,AED 61-100,Pay-per-consultation,Maybe,3,4,6,3,3,4,4,1,2,2,5,2,3090,8.036249942132116,High_spender,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,
R1088,25-34,Male,South Asian,5-10 years,Dependent/Homemaker,"20,001-35,000",Master's degree or above,Yes - employer provided,Rarely (0-1),Malayalam,"Yes, regularly",Voice call,AED 101-150,Freemium,Yes,2,4,4,4,1,4,5,2,4,5,5,4,50,3.9318256327243257,Normal,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,Pediatric specialist access
R1089,55+,Male,Southeast Asian,1-3 years,Employed full-time,"10,001-20,000",Bachelor's degree,Yes - employer provided,Occasionally (2-4),Tagalog/Filipino,"No, but aware",Text-based chat,Up to AED 30,Freemium,Maybe,5,2,3,3,2,2,2,1,3,3,5,2,7860,8.969669103793757,High_spender,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,Integration with DHA medical records
R1090,25-34,Male,South Asian,<1 year,Employed part-time,"10,001-20,000",Bachelor's degree,Yes - employer provided,Frequently (9+),Hindi/Urdu,"Yes, once or twice",Video call,AED 31-60,Free with ads,Maybe,2,1,3,3,4,3,3,1,4,3,5,3,1370,7.223295679562314,Normal,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,Pharmacy price comparison tool
R1091,55+,Male,South Asian,<1 year,Employed full-time,"Above 50,000",Diploma/Vocational,Yes - employer provided,Rarely (0-1),Hindi/Urdu,"No, never heard",Text-based chat,AED 61-100,Free with ads,Yes,5,1,6,2,1,1,4,2,2,3,5,3,630,6.447305862541213,Normal,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,
R1092,35-44,Female,South Asian,10+ years,Employed full-time,"35,001-50,000",Bachelor's degree,Yes - employer provided,Regularly (5-8),English,"No, but aware",Video call,AED 31-60,Free with ads,Maybe,3,5,5,3,3,2,3,1,4,4,5,4,1730,7.456454555176209,Normal,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,
R1093,35-44,Male,Western,5-10 years,Employed full-time,"5,000-10,000",Diploma/Vocational,Yes - employer provided,Frequently (9+),English,"Yes, regularly",No preference,Up to AED 30,Freemium,No,3,4,2,2,4,4,2,0,4,4,4,4,430,6.066108090103747,Normal,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,
R1094,35-44,Female,South Asian,1-3 years,Self-employed/Freelancer,"10,001-20,000",High school or below,Yes - purchased individually,Occasionally (2-4),Hindi/Urdu,"Yes, regularly",Video call,Free only,Free with ads,Maybe,3,2,3,1,2,4,1,1,4,4,4,4,740,6.608000625296087,Normal,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,Pharmacy price comparison tool
R1095,25-34,Male,South Asian,1-3 years,Employed full-time,"10,001-20,000",Master's degree or above,Yes - employer provided,Regularly (5-8),Hindi/Urdu,"No, never heard",Voice call,AED 101-150,Freemium,Yes,2,2,3,4,3,1,5,2,3,5,4,4,5600,8.630700432209832,High_spender,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,
R1096,25-34,Male,Southeast Asian,5-10 years,Student,"Below 5,000",Master's degree or above,No - uninsured,Frequently (9+),English,"Yes, once or twice",Voice call,AED 31-60,Freemium,Maybe,2,4,1,4,4,3,3,1,3,5,3,3,840,6.734591659972948,Normal,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,
R1097,25-34,Female,Western,10+ years,Employed full-time,"20,001-35,000",Diploma/Vocational,Yes - employer provided,Regularly (5-8),English,"No, but aware",Voice call,More than AED 150,Freemium,Maybe,2,5,4,2,3,2,6,1,3,5,3,3,950,6.85751406254539,Normal,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,
R1098,25-34,Male,South Asian,<1 year,Employed full-time,"35,001-50,000",High school or below,Yes - employer provided,Rarely (0-1),Hindi/Urdu,"Yes, once or twice",Video call,More than AED 150,Freemium,Maybe,2,1,5,1,1,3,6,1,3,5,4,4,160,5.081404364984463,Normal,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,
R1099,45-54,Male,Southeast Asian,1-3 years,Dependent/Homemaker,"20,001-35,000",Bachelor's degree,Yes - purchased individually,Occasionally (2-4),Arabic,"No, but aware",No preference,AED 61-100,Pay-per-consultation,No,4,2,4,3,2,2,4,0,2,2,4,2,1060,6.966967138613983,Normal,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,
R1100,25-34,Male,South Asian,10+ years,Employed full-time,Prefer not to say,Bachelor's degree,Yes - employer provided,Rarely (0-1),English,"Yes, regularly",Voice call,AED 61-100,Pay-per-consultation,Yes,2,5,3,3,1,4,4,2,2,4,4,3,30,3.4339872044851463,Normal,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Chronic disease management module
R1101,18-24,Male,Southeast Asian,<1 year,Employed part-time,"5,000-10,000",Diploma/Vocational,Yes - purchased individually,Regularly (5-8),English,"No, but aware",Voice call,Up to AED 30,Pay-per-consultation,Yes,1,1,2,2,3,2,2,2,3,5,3,3,290,5.673323267171493,Normal,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,Integration with DHA medical records
R1102,55+,Female,Southeast Asian,1-3 years,Unemployed/Job seeker,"Above 50,000",Bachelor's degree,Yes - purchased individually,Regularly (5-8),Tagalog/Filipino,"No, but aware",Video call,AED 61-100,Pay-per-consultation,Maybe,5,2,6,3,3,2,4,1,4,3,5,3,4520,8.416488487294606,High_spender,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,Second opinion feature
R1103,45-54,Female,Southeast Asian,10+ years,Employed full-time,"20,001-35,000",Diploma/Vocational,Yes - employer provided,Occasionally (2-4),English,"No, never heard",Text-based chat,AED 101-150,Free with ads,No,4,5,4,2,2,1,5,0,4,2,4,3,6150,8.724369949208368,High_spender,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,Expat community health forums
R1104,55+,Male,South Asian,5-10 years,Self-employed/Freelancer,"10,001-20,000",Master's degree or above,No - uninsured,Occasionally (2-4),Hindi/Urdu,"No, never heard",Video call,Up to AED 30,Flat subscription,No,5,4,3,4,2,1,2,0,2,2,4,3,1110,7.01301578963963,Normal,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,
R1105,55+,Male,South Asian,1-3 years,Employed full-time,"20,001-35,000",Bachelor's degree,No - uninsured,Rarely (0-1),Hindi/Urdu,"No, but aware",Video call,AED 61-100,Free with ads,Maybe,5,2,4,3,1,2,4,1,2,3,4,3,760,6.634633357861686,Normal,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,Family package plans
R1106,25-34,Male,South Asian,<1 year,Employed full-time,"5,000-10,000",Bachelor's degree,No - uninsured,Regularly (5-8),Arabic,"No, never heard",Voice call,AED 31-60,Pay-per-consultation,No,2,1,2,3,3,1,3,0,2,4,4,3,820,6.710523109452428,Normal,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,Integration with DHA medical records
R1107,25-34,Female,South Asian,<1 year,Employed full-time,"35,001-50,000",Bachelor's degree,Yes - employer provided,Regularly (5-8),Malayalam,"Yes, once or twice",No preference,AED 61-100,Freemium,Yes,2,1,5,3,3,3,4,2,4,5,5,3,1150,7.048386408721883,Normal,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,
R1108,45-54,Male,South Asian,1-3 years,Student,"5,000-10,000",Master's degree or above,Yes - purchased individually,Frequently (9+),English,"No, but aware",Video call,AED 31-60,Freemium,No,4,2,2,4,4,2,3,0,5,3,3,4,750,6.621405651764134,Normal,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Pharmacy price comparison tool
R1109,35-44,Male,Western,10+ years,Employed full-time,"10,001-20,000",Master's degree or above,Yes - employer provided,Regularly (5-8),English,"No, but aware",Video call,Up to AED 30,Pay-per-consultation,Maybe,3,5,3,4,3,2,2,1,2,4,2,2,5310,8.577535420422398,High_spender,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,
R1110,25-34,Male,Other,3-5 years,Self-employed/Freelancer,"20,001-35,000",Diploma/Vocational,Yes - purchased individually,Regularly (5-8),Tagalog/Filipino,"No, but aware",Text-based chat,AED 61-100,Pay-per-consultation,Maybe,2,3,4,2,3,2,4,1,4,4,4,3,1380,7.2305631534092925,Normal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,
R1111,45-54,Male,Other,5-10 years,Dependent/Homemaker,"20,001-35,000",Diploma/Vocational,No - uninsured,Regularly (5-8),English,"No, but aware",Text-based chat,More than AED 150,Free with ads,No,4,4,4,2,3,2,6,0,3,5,3,3,1170,7.065613363597717,Normal,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,
R1112,25-34,Male,Western,10+ years,Employed part-time,"5,000-10,000",Bachelor's degree,No - uninsured,Occasionally (2-4),Hindi/Urdu,"No, but aware",No preference,Up to AED 30,Free with ads,Yes,2,5,2,3,2,2,2,2,2,4,3,3,680,6.523562306149512,Normal,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,Multilingual mental health counselors
R1113,25-34,Female,Arab (non-UAE),3-5 years,Employed part-time,"Below 5,000",High school or below,No - uninsured,Occasionally (2-4),Arabic,"Yes, regularly",Voice call,Free only,Pay-per-consultation,Yes,2,3,1,1,2,4,1,2,1,5,4,3,270,5.602118820879701,Normal,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,
R1114,35-44,Male,Arab (non-UAE),1-3 years,Employed full-time,"10,001-20,000",Bachelor's degree,Yes - employer provided,Frequently (9+),Malayalam,"Yes, once or twice",Voice call,AED 31-60,Free with ads,Maybe,3,2,3,3,4,3,3,1,4,4,3,4,600,6.398594934535208,Normal,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,
R1115,35-44,Male,South Asian,3-5 years,Employed full-time,"20,001-35,000",Bachelor's degree,Yes - employer provided,Occasionally (2-4),Hindi/Urdu,"Yes, once or twice",Voice call,AED 31-60,Pay-per-consultation,Yes,3,3,4,3,2,3,3,2,4,4,5,3,850,6.7464121285733745,Normal,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Expat community health forums
R1116,35-44,Female,Arab (non-UAE),10+ years,Employed full-time,"35,001-50,000",Bachelor's degree,Yes - purchased individually,Occasionally (2-4),Arabic,"Yes, once or twice",Voice call,AED 61-100,Pay-per-consultation,No,3,5,5,3,2,3,4,0,3,4,4,3,980,6.8885724595653635,Normal,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,
R1117,18-24,Female,Southeast Asian,5-10 years,Employed part-time,"Above 50,000",Bachelor's degree,No - uninsured,Rarely (0-1),Tagalog/Filipino,"Yes, regularly",No preference,AED 31-60,Free with ads,No,1,4,6,3,1,4,3,0,3,3,5,3,1560,7.353081920515432,Normal,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,Pharmacy price comparison tool
R1118,45-54,Male,Southeast Asian,<1 year,Dependent/Homemaker,"10,001-20,000",Bachelor's degree,No - uninsured,Rarely (0-1),English,"Yes, once or twice",Voice call,AED 31-60,Freemium,Yes,4,1,3,3,1,3,3,2,2,5,3,3,530,6.274762021241939,Normal,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,Home nursing service booking
R1119,25-34,Male,Western,5-10 years,Dependent/Homemaker,"20,001-35,000",Master's degree or above,Yes - employer provided,Occasionally (2-4),Arabic,"No, but aware",Video call,AED 101-150,Free with ads,Maybe,2,4,4,4,2,2,5,1,3,5,4,3,7260,8.890272839380247,High_spender,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,
R1120,25-34,Male,South Asian,3-5 years,Student,"5,000-10,000",Diploma/Vocational,No - uninsured,Rarely (0-1),Hindi/Urdu,"Yes, regularly",Video call,AED 31-60,Free with ads,Yes,2,3,2,2,1,4,3,2,4,4,5,3,650,6.478509642208569,Normal,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,
